Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
48,Female,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Bank Transfer,Store Pickup,No,50,Debit Card,Weekly
42,Female,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Cash,Standard,No,21,Cash,Every 3 Months
56,Female,Clothing,68,Vermont,S,Black,Fall,4.4,No,PayPal,Express,No,31,Debit Card,Fortnightly
28,Female,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,PayPal,Express,No,39,Cash,Bi-Weekly
40,Female,Accessories,100,Alabama,M,White,Winter,3.2,No,Credit Card,Express,No,28,Credit Card,Fortnightly
49,Female,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Bank Transfer,Next Day Air,No,33,Bank Transfer,Weekly
37,Female,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Debit Card,Store Pickup,No,42,Credit Card,Quarterly
22,Female,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,5,Bank Transfer,Every 3 Months
27,Female,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Venmo,Express,No,25,Cash,Monthly
59,Female,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Cash,Express,No,48,PayPal,Annually
35,Female,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Debit Card,Standard,No,30,Credit Card,Weekly
58,Female,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Bank Transfer,Next Day Air,No,34,PayPal,Quarterly
58,Female,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,34,PayPal,Every 3 Months
46,Female,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,14,Cash,Fortnightly
43,Female,Clothing,88,Alabama,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,2,Debit Card,Weekly
39,Female,Accessories,99,South Dakota,M,White,Summer,4.0,No,Credit Card,Store Pickup,No,41,PayPal,Every 3 Months
59,Female,Clothing,86,Texas,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,3,Credit Card,Monthly
59,Female,Clothing,70,Montana,M,Black,Summer,3.3,No,Debit Card,2-Day Shipping,No,18,Bank Transfer,Weekly
59,Female,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Credit Card,Express,No,1,Debit Card,Fortnightly
45,Female,Accessories,57,New York,L,Red,Winter,2.7,No,Credit Card,Next Day Air,No,5,PayPal,Monthly
27,Female,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,41,Bank Transfer,Annually
24,Female,Clothing,94,California,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,5,Credit Card,Monthly
47,Female,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Credit Card,Express,No,10,Debit Card,Every 3 Months
70,Female,Accessories,79,Kentucky,L,White,Spring,4.5,No,Debit Card,2-Day Shipping,No,20,Venmo,Annually
58,Female,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,PayPal,Free Shipping,No,11,Cash,Weekly
45,Female,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Venmo,Express,No,4,Venmo,Fortnightly
24,Female,Clothing,63,West Virginia,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,38,Credit Card,Weekly
67,Female,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,19,Credit Card,Bi-Weekly
31,Female,Accessories,50,Montana,M,Maroon,Summer,4.0,No,Venmo,2-Day Shipping,No,16,Venmo,Every 3 Months
52,Female,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,No,2,PayPal,Monthly
29,Female,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,No,11,Cash,Monthly
62,Female,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Debit Card,Standard,No,18,Bank Transfer,Fortnightly
19,Female,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,47,Credit Card,Fortnightly
62,Female,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,15,Bank Transfer,Bi-Weekly
70,Female,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,15,Cash,Weekly
20,Female,Clothing,23,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,47,Venmo,Quarterly
67,Female,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,No,47,PayPal,Monthly
65,Female,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,6,Bank Transfer,Every 3 Months
45,Female,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,18,Venmo,Monthly
26,Female,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Debit Card,Express,No,40,Bank Transfer,Bi-Weekly
36,Female,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,31,Credit Card,Fortnightly
36,Female,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,No,31,Venmo,Bi-Weekly
20,Female,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,4,Credit Card,Fortnightly
30,Female,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,No,36,Bank Transfer,Every 3 Months
34,Female,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,31,PayPal,Bi-Weekly
63,Female,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,6,Venmo,Fortnightly
18,Female,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Credit Card,Store Pickup,No,1,Cash,Monthly
55,Female,Clothing,70,Utah,M,Pink,Fall,2.6,No,Venmo,Express,No,29,Cash,Monthly
48,Female,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,19,PayPal,Monthly
45,Female,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,No,12,PayPal,Fortnightly
29,Female,Accessories,52,Florida,L,Blue,Summer,4.0,No,PayPal,Express,No,18,Bank Transfer,Annually
55,Female,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Venmo,Next Day Air,No,45,Cash,Quarterly
55,Female,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Cash,Express,No,45,Credit Card,Monthly
55,Female,Clothing,94,Kansas,M,Violet,Spring,3.3,No,PayPal,Standard,No,8,Credit Card,Quarterly
48,Female,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Credit Card,Standard,No,4,PayPal,Every 3 Months
42,Female,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,5,Debit Card,Fortnightly
21,Female,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Debit Card,Standard,No,30,Cash,Quarterly
45,Female,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Venmo,Free Shipping,No,15,PayPal,Monthly
23,Female,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Cash,Next Day Air,No,17,Credit Card,Every 3 Months
66,Female,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,45,Cash,Every 3 Months
32,Female,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Bank Transfer,Next Day Air,No,3,Venmo,Annually
52,Female,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,No,43,PayPal,Weekly
54,Female,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Venmo,Free Shipping,No,4,Credit Card,Monthly
37,Female,Clothing,32,Missouri,S,Red,Fall,3.3,No,Venmo,Standard,No,41,Venmo,Weekly
29,Female,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,Debit Card,2-Day Shipping,No,16,Venmo,Monthly
47,Female,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Cash,Standard,No,10,Debit Card,Annually
47,Female,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Bank Transfer,Express,No,2,Debit Card,Quarterly
42,Female,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Venmo,Free Shipping,No,11,Cash,Bi-Weekly
34,Female,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Debit Card,Express,No,1,Debit Card,Bi-Weekly
38,Female,Footwear,96,Missouri,M,Black,Spring,3.2,No,PayPal,2-Day Shipping,No,41,Bank Transfer,Quarterly
55,Female,Accessories,58,California,M,Pink,Summer,3.5,No,Debit Card,Free Shipping,No,39,PayPal,Quarterly
27,Female,Clothing,23,Washington,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,No,1,PayPal,Bi-Weekly
55,Female,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Debit Card,Express,No,3,PayPal,Monthly
66,Female,Clothing,23,California,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,No,21,Credit Card,Annually
44,Female,Accessories,94,Texas,XL,Cyan,Winter,3.5,No,Credit Card,Express,No,48,Bank Transfer,Quarterly
39,Female,Clothing,45,Montana,M,Brown,Fall,4.0,No,Venmo,Free Shipping,No,24,Debit Card,Annually
23,Female,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,No,45,Bank Transfer,Bi-Weekly
29,Female,Clothing,94,Minnesota,L,White,Winter,2.9,No,Venmo,2-Day Shipping,No,46,Credit Card,Monthly
20,Female,Accessories,99,Nebraska,M,Cyan,Fall,3.6,No,Debit Card,Store Pickup,No,35,Cash,Fortnightly
42,Female,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Credit Card,Free Shipping,No,47,Credit Card,Fortnightly
55,Female,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Venmo,Standard,No,35,Credit Card,Monthly
66,Female,Outerwear,81,New Jersey,M,Violet,Spring,3.8,No,Credit Card,Free Shipping,No,45,Credit Card,Weekly
24,Female,Clothing,31,Kentucky,XL,Green,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,6,Cash,Bi-Weekly
62,Female,Accessories,48,Washington,XL,Magenta,Fall,4.3,No,Debit Card,Free Shipping,No,20,Cash,Annually
28,Female,Accessories,91,Florida,M,Turquoise,Summer,4.0,No,Cash,2-Day Shipping,No,3,Venmo,Bi-Weekly
30,Female,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,PayPal,Express,No,30,Venmo,Quarterly
22,Female,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Credit Card,Standard,No,28,PayPal,Bi-Weekly
28,Female,Clothing,74,New Hampshire,L,Gray,Winter,2.8,No,PayPal,Standard,No,15,Cash,Every 3 Months
35,Female,Accessories,79,Georgia,M,Red,Fall,2.8,No,Cash,Store Pickup,No,29,PayPal,Quarterly
45,Female,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,PayPal,2-Day Shipping,No,15,Cash,Bi-Weekly
43,Female,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,Cash,2-Day Shipping,No,18,Bank Transfer,Fortnightly
55,Female,Accessories,96,Washington,M,Teal,Summer,2.9,No,Credit Card,Next Day Air,No,7,Bank Transfer,Bi-Weekly
31,Female,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Debit Card,Free Shipping,No,19,Credit Card,Every 3 Months
42,Female,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Cash,Next Day Air,No,15,PayPal,Weekly
40,Female,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Debit Card,Store Pickup,No,3,Bank Transfer,Bi-Weekly
39,Female,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Credit Card,Store Pickup,No,13,PayPal,Bi-Weekly
41,Female,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Venmo,Free Shipping,No,37,Credit Card,Monthly
56,Female,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,No,26,Cash,Annually
43,Female,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Credit Card,Next Day Air,No,29,Debit Card,Monthly
22,Female,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,No,Venmo,2-Day Shipping,No,47,Cash,Every 3 Months
47,Female,Footwear,26,Florida,M,Silver,Spring,4.1,No,Credit Card,Free Shipping,No,47,Credit Card,Bi-Weekly
50,Female,Accessories,61,Tennessee,M,Gray,Summer,3.0,No,Credit Card,Next Day Air,No,48,Venmo,Fortnightly
58,Female,Clothing,23,California,M,Turquoise,Winter,3.0,No,PayPal,Next Day Air,No,46,Bank Transfer,Bi-Weekly
50,Female,Accessories,33,Oregon,M,Peach,Fall,3.2,No,Cash,Standard,No,7,Credit Card,Monthly
43,Female,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Bank Transfer,Express,No,45,Credit Card,Every 3 Months
38,Female,Accessories,65,North Carolina,M,Red,Spring,3.6,No,Venmo,2-Day Shipping,No,47,Debit Card,Quarterly
44,Female,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,6,Venmo,Fortnightly
30,Female,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Cash,Express,No,29,Bank Transfer,Every 3 Months
47,Female,Clothing,51,Maine,M,Indigo,Winter,3.8,No,Debit Card,2-Day Shipping,No,42,Cash,Monthly
30,Female,Accessories,31,Illinois,M,Charcoal,Summer,2.8,No,Venmo,Store Pickup,No,46,Cash,Fortnightly
49,Female,Clothing,99,Colorado,S,Turquoise,Winter,4.0,No,PayPal,Next Day Air,No,28,PayPal,Annually
56,Female,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,No,Credit Card,Free Shipping,No,14,Credit Card,Every 3 Months
70,Female,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,Debit Card,Store Pickup,No,12,Debit Card,Every 3 Months
22,Female,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,Debit Card,2-Day Shipping,No,41,Debit Card,Annually
51,Female,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Debit Card,Express,No,8,Credit Card,Annually
22,Female,Accessories,46,Ohio,M,Green,Winter,4.1,No,Credit Card,Store Pickup,No,24,Cash,Quarterly
37,Female,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Bank Transfer,Next Day Air,No,18,PayPal,Fortnightly
49,Female,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,PayPal,Next Day Air,No,6,Cash,Quarterly
61,Female,Accessories,51,Tennessee,L,Turquoise,Summer,5.0,No,Debit Card,Store Pickup,No,40,Cash,Weekly
41,Female,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,PayPal,Standard,No,6,PayPal,Every 3 Months
57,Female,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Bank Transfer,Standard,No,27,Credit Card,Quarterly
34,Female,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Bank Transfer,Express,No,2,Bank Transfer,Weekly
27,Female,Outerwear,43,Delaware,M,Pink,Fall,2.6,No,Credit Card,Next Day Air,No,39,Venmo,Bi-Weekly
39,Female,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Credit Card,Free Shipping,No,9,Venmo,Quarterly
62,Female,Accessories,83,Rhode Island,M,Olive,Winter,2.8,No,PayPal,Standard,No,16,Credit Card,Every 3 Months
34,Female,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,Debit Card,2-Day Shipping,No,36,Cash,Quarterly
53,Female,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,Venmo,2-Day Shipping,No,2,Credit Card,Bi-Weekly
35,Female,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,21,Credit Card,Weekly
38,Female,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Credit Card,Free Shipping,No,39,Venmo,Annually
32,Female,Clothing,70,Oregon,S,Red,Summer,3.0,No,Credit Card,Next Day Air,No,38,PayPal,Annually
47,Female,Clothing,57,Montana,M,Silver,Fall,3.7,No,Cash,2-Day Shipping,No,6,Debit Card,Every 3 Months
53,Female,Accessories,74,New Jersey,XL,Blue,Winter,4.4,No,Credit Card,Free Shipping,No,6,Venmo,Bi-Weekly
60,Female,Clothing,90,Arizona,M,Gold,Fall,3.1,No,PayPal,Next Day Air,No,50,Debit Card,Monthly
31,Female,Footwear,98,Vermont,S,Yellow,Spring,4.2,No,Cash,Store Pickup,No,9,PayPal,Annually
44,Female,Clothing,43,Colorado,M,Silver,Winter,3.1,No,Debit Card,Free Shipping,No,15,Debit Card,Every 3 Months
29,Female,Clothing,37,Tennessee,XL,Black,Winter,5.0,No,PayPal,Next Day Air,No,5,PayPal,Quarterly
19,Female,Clothing,38,New Jersey,L,Yellow,Summer,2.7,No,Bank Transfer,Standard,No,13,Bank Transfer,Bi-Weekly
54,Female,Clothing,60,Montana,L,Pink,Winter,3.8,No,Cash,Standard,No,44,Cash,Fortnightly
40,Female,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Debit Card,Standard,No,36,Debit Card,Annually
39,Female,Accessories,51,Nevada,M,Lavender,Fall,4.8,No,Debit Card,Free Shipping,No,18,Venmo,Fortnightly
44,Female,Accessories,71,Nevada,L,Peach,Winter,3.4,No,Venmo,Standard,No,39,Credit Card,Weekly
22,Female,Clothing,61,Louisiana,M,Black,Spring,4.4,No,Venmo,2-Day Shipping,No,11,PayPal,Every 3 Months
30,Female,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Credit Card,Standard,No,1,Cash,Bi-Weekly
69,Female,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,Cash,2-Day Shipping,No,34,Credit Card,Annually
28,Female,Clothing,87,Washington,M,White,Summer,4.2,No,Venmo,Store Pickup,No,47,Bank Transfer,Bi-Weekly
57,Female,Clothing,79,Nebraska,M,Red,Spring,4.0,No,Venmo,Store Pickup,No,24,Venmo,Quarterly
46,Female,Clothing,46,Alabama,S,Purple,Spring,2.6,No,Bank Transfer,Store Pickup,No,20,Cash,Quarterly
48,Female,Clothing,72,Montana,L,Purple,Summer,4.4,No,PayPal,Standard,No,11,Bank Transfer,Annually
24,Female,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,No,3,Credit Card,Every 3 Months
50,Female,Footwear,76,Ohio,L,Teal,Summer,4.3,No,PayPal,Free Shipping,No,38,Bank Transfer,Bi-Weekly
29,Female,Footwear,56,New York,L,Gray,Winter,4.9,No,Venmo,2-Day Shipping,No,45,Cash,Weekly
61,Female,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Credit Card,Store Pickup,No,31,Venmo,Quarterly
34,Female,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Cash,Express,No,16,PayPal,Bi-Weekly
27,Female,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,No,3,Bank Transfer,Quarterly
38,Female,Clothing,68,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,15,Bank Transfer,Annually
25,Female,Footwear,53,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,No,11,Bank Transfer,Every 3 Months
54,Female,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,No,22,Debit Card,Fortnightly
53,Female,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,35,Debit Card,Annually
23,Female,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,No,5,Venmo,Bi-Weekly
19,Female,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,No,35,PayPal,Bi-Weekly
57,Female,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,27,PayPal,Weekly
19,Female,Outerwear,91,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,No,9,Venmo,Monthly
33,Female,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,No,21,PayPal,Bi-Weekly
33,Female,Accessories,64,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,No,23,Credit Card,Monthly
38,Female,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,No,3,Debit Card,Bi-Weekly
47,Female,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,No,31,Credit Card,Annually
39,Female,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,44,Cash,Annually
32,Female,Accessories,69,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,No,20,Venmo,Monthly
27,Female,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,34,Debit Card,Weekly
67,Female,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,No,17,Bank Transfer,Every 3 Months
46,Female,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Cash,Express,No,20,Venmo,Annually
36,Female,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,No,46,PayPal,Every 3 Months
62,Female,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,28,PayPal,Annually
31,Female,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,6,Venmo,Fortnightly
68,Female,Clothing,91,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,No,50,Debit Card,Bi-Weekly
57,Female,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,No,41,Bank Transfer,Monthly
22,Female,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,50,PayPal,Annually
26,Female,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,33,Credit Card,Monthly
43,Female,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Cash,Express,No,25,Venmo,Quarterly
45,Female,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,No,2,PayPal,Weekly
64,Female,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,15,Credit Card,Annually
28,Female,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,12,PayPal,Weekly
47,Female,Clothing,24,Tennessee,L,Silver,Summer,5.0,No,PayPal,Free Shipping,No,28,Cash,Bi-Weekly
53,Female,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,12,Bank Transfer,Bi-Weekly
42,Female,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,No,3,Debit Card,Annually
51,Female,Footwear,55,Louisiana,S,Purple,Spring,5.0,No,Debit Card,2-Day Shipping,No,20,Cash,Weekly
62,Female,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,No,3,Bank Transfer,Bi-Weekly
18,Female,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,No,32,Bank Transfer,Fortnightly
48,Female,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,35,Cash,Monthly
20,Female,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,31,PayPal,Monthly
32,Female,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Bank Transfer,Free Shipping,No,13,Credit Card,Annually
26,Female,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,3,Venmo,Fortnightly
31,Female,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,48,Venmo,Bi-Weekly
55,Female,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Cash,Store Pickup,No,15,PayPal,Bi-Weekly
49,Female,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,13,Venmo,Annually
42,Female,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,21,Venmo,Monthly
64,Female,Accessories,87,Maryland,M,Gray,Summer,3.0,No,Bank Transfer,Express,No,29,Cash,Fortnightly
68,Female,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,PayPal,Standard,No,24,Venmo,Quarterly
68,Female,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,21,PayPal,Annually
41,Female,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Credit Card,Express,No,5,Bank Transfer,Bi-Weekly
51,Female,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Venmo,Standard,No,47,Cash,Quarterly
44,Female,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,34,Credit Card,Every 3 Months
27,Female,Accessories,27,Maine,M,Yellow,Fall,2.8,No,Debit Card,2-Day Shipping,No,45,PayPal,Fortnightly
36,Female,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Debit Card,Next Day Air,No,12,PayPal,Annually
19,Female,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Bank Transfer,Standard,No,31,Debit Card,Weekly
49,Female,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Debit Card,Standard,No,43,Bank Transfer,Annually
18,Female,Accessories,45,Texas,M,Charcoal,Fall,5.0,No,Bank Transfer,Next Day Air,No,5,Credit Card,Annually
36,Female,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,36,Debit Card,Quarterly
36,Female,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Bank Transfer,Store Pickup,No,12,Cash,Annually
19,Female,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Cash,Free Shipping,No,31,Cash,Bi-Weekly
43,Female,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Cash,Store Pickup,No,31,Cash,Bi-Weekly
31,Female,Clothing,42,Georgia,S,White,Summer,4.0,No,Bank Transfer,Free Shipping,No,15,Debit Card,Weekly
63,Female,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Credit Card,Express,No,11,Cash,Weekly
41,Female,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,18,Venmo,Monthly
48,Female,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Debit Card,Express,No,9,Cash,Quarterly
68,Female,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Credit Card,Free Shipping,No,11,Cash,Weekly
53,Female,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,PayPal,Store Pickup,No,38,Debit Card,Bi-Weekly
36,Female,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,PayPal,Store Pickup,No,42,PayPal,Quarterly
46,Female,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,41,Cash,Monthly
21,Female,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Cash,Free Shipping,No,45,PayPal,Monthly
52,Female,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Credit Card,Store Pickup,No,41,Debit Card,Bi-Weekly
66,Female,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,35,Debit Card,Weekly
19,Female,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,21,Credit Card,Every 3 Months
44,Female,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,13,Credit Card,Bi-Weekly
50,Female,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,23,Debit Card,Fortnightly
